id,name,score,age
199,User199,90,45
200,User200,91,46
201,User201,92,47
202,User202,93,48
203,User203,94,20
204,User204,95,21
205,User205,96,22
206,User206,97,23
207,User207,98,24
208,User208,99,25
209,User209,100,26
210,User210,80,27
211,User211,81,28
212,User212,82,29
213,User213,83,30
214,User214,84,31
215,User215,85,32
216,User216,86,33
217,User217,87,34
218,User218,88,35
219,User219,89,36
220,User220,90,37
221,User221,91,38
222,User222,92,39
223,User223,93,40
224,User224,94,41
225,User225,95,42
226,User226,96,43
227,User227,97,44
228,User228,98,45
229,User229,99,46
230,User230,100,47
231,User231,80,48
232,User232,81,20
233,User233,82,21
234,User234,83,22
235,User235,84,23
236,User236,85,24
237,User237,86,25
238,User238,87,26
239,User239,88,27
240,User240,89,28
241,User241,90,29
242,User242,91,30
243,User243,92,31
244,User244,93,32
245,User245,94,33
246,User246,95,34
247,User247,96,35
248,User248,97,36
249,User249,98,37
250,User250,99,38
251,User251,100,39
252,User252,80,40
253,User253,81,41
254,User254,82,42
255,User255,83,43
256,User256,84,44
257,User257,85,45
258,User258,86,46
259,User259,87,47
260,User260,88,48
261,User261,89,20
262,User262,90,21
263,User263,91,22
264,User264,92,23
265,User265,93,24
266,User266,94,25
267,User267,95,26
268,User268,96,27
269,User269,97,28
270,User270,98,29
271,User271,99,30
272,User272,100,31
273,User273,80,32
274,User274,81,33
275,User275,82,34
276,User276,83,35
277,User277,84,36
278,User278,85,37
279,User279,86,38
280,User280,87,39
281,User281,88,40
282,User282,89,41
283,User283,90,42
284,User284,91,43
285,User285,92,44
286,User286,93,45
287,User287,94,46
288,User288,95,47
289,User289,96,48
290,User290,97,20
291,User291,98,21
292,User292,99,22
293,User293,100,23
294,User294,80,24
295,User295,81,25
296,User296,82,26
297,User297,83,27
298,User298,84,28
299,User299,85,29
300,User300,86,30
301,User301,87,31
302,User302,88,32
303,User303,89,33
304,User304,90,34
305,User305,91,35
306,User306,92,36
307,User307,93,37
308,User308,94,38
309,User309,95,39
310,User310,96,40
311,User311,97,41
312,User312,98,42
313,User313,99,43
314,User314,100,44
315,User315,80,45
316,User316,81,46
317,User317,82,47
318,User318,83,48
319,User319,84,20
320,User320,85,21
321,User321,86,22
322,User322,87,23
323,User323,88,24
324,User324,89,25
325,User325,90,26
326,User326,91,27
327,User327,92,28
328,User328,93,29
329,User329,94,30
330,User330,95,31
331,User331,96,32
332,User332,97,33
333,User333,98,34
334,User334,99,35
335,User335,100,36
336,User336,80,37
337,User337,81,38
338,User338,82,39
339,User339,83,40
340,User340,84,41
341,User341,85,42
342,User342,86,43
343,User343,87,44
344,User344,88,45
345,User345,89,46
346,User346,90,47
347,User347,91,48
348,User348,92,20
349,User349,93,21
350,User350,94,22
351,User351,95,23
352,User352,96,24
353,User353,97,25
354,User354,98,26
355,User355,99,27
356,User356,100,28
357,User357,80,29
358,User358,81,30
359,User359,82,31
360,User360,83,32
361,User361,84,33
362,User362,85,34
363,User363,86,35
364,User364,87,36
365,User365,88,37
366,User366,89,38
367,User367,90,39
368,User368,91,40
369,User369,92,41
370,User370,93,42
371,User371,94,43
372,User372,95,44
373,User373,96,45
374,User374,97,46
375,User375,98,47
376,User376,99,48
377,User377,100,20
378,User378,80,21
379,User379,81,22
380,User380,82,23
381,User381,83,24
382,User382,84,25
383,User383,85,26
384,User384,86,27
385,User385,87,28
386,User386,88,29
387,User387,89,30
388,User388,90,31
389,User389,91,32
390,User390,92,33
391,User391,93,34
392,User392,94,35
393,User393,95,36
394,User394,96,37
395,User395,97,38
396,User396,98,39
397,User397,99,40
398,User398,100,41
399,User399,80,42
400,User400,81,43
401,User401,82,44
402,User402,83,45
403,User403,84,46
404,User404,85,47
405,User405,86,48
406,User406,87,20
407,User407,88,21
408,User408,89,22
409,User409,90,23
410,User410,91,24
411,User411,92,25
412,User412,93,26
413,User413,94,27
414,User414,95,28
415,User415,96,29
416,User416,97,30
417,User417,98,31
418,User418,99,32
419,User419,100,33
420,User420,80,34
421,User421,81,35
422,User422,82,36
423,User423,83,37
424,User424,84,38
425,User425,85,39
426,User426,86,40
427,User427,87,41
428,User428,88,42
429,User429,89,43
430,User430,90,44
431,User431,91,45
432,User432,92,46
433,User433,93,47
434,User434,94,48
435,User435,95,20
436,User436,96,21
437,User437,97,22
438,User438,98,23
439,User439,99,24
440,User440,100,25
441,User441,80,26
442,User442,81,27
443,User443,82,28
444,User444,83,29
445,User445,84,30
446,User446,85,31
447,User447,86,32
448,User448,87,33
449,User449,88,34
450,User450,89,35
451,User451,90,36
452,User452,91,37
453,User453,92,38
454,User454,93,39
455,User455,94,40
456,User456,95,41
457,User457,96,42
458,User458,97,43
459,User459,98,44
460,User460,99,45
461,User461,100,46
462,User462,80,47
463,User463,81,48
464,User464,82,20
465,User465,83,21
466,User466,84,22
467,User467,85,23
468,User468,86,24
469,User469,87,25
470,User470,88,26
471,User471,89,27
472,User472,90,28
473,User473,91,29
474,User474,92,30
475,User475,93,31
476,User476,94,32
477,User477,95,33
478,User478,96,34
479,User479,97,35
480,User480,98,36
481,User481,99,37
482,User482,100,38
483,User483,80,39
484,User484,81,40
485,User485,82,41
486,User486,83,42
487,User487,84,43
488,User488,85,44
489,User489,86,45
490,User490,87,46
491,User491,88,47
492,User492,89,48
493,User493,90,20
494,User494,91,21
495,User495,92,22
496,User496,93,23
497,User497,94,24
498,User498,95,25
499,User499,96,26
500,User500,97,27
501,User501,98,28
502,User502,99,29
503,User503,100,30
504,User504,80,31
505,User505,81,32
506,User506,82,33
507,User507,83,34
508,User508,84,35
509,User509,85,36
510,User510,86,37
511,User511,87,38
512,User512,88,39
513,User513,89,40
514,User514,90,41
515,User515,91,42
516,User516,92,43
517,User517,93,44
518,User518,94,45
519,User519,95,46
520,User520,96,47
521,User521,97,48
522,User522,98,20
523,User523,99,21
524,User524,100,22
525,User525,80,23
526,User526,81,24
527,User527,82,25
528,User528,83,26
529,User529,84,27
530,User530,85,28
531,User531,86,29
532,User532,87,30
533,User533,88,31
534,User534,89,32
535,User535,90,33
536,User536,91,34
537,User537,92,35
538,User538,93,36
539,User539,94,37
540,User540,95,38
541,User541,96,39
542,User542,97,40
543,User543,98,41
544,User544,99,42
545,User545,100,43
546,User546,80,44
547,User547,81,45
548,User548,82,46
549,User549,83,47
550,User550,84,48
551,User551,85,20
552,User552,86,21
553,User553,87,22
554,User554,88,23
555,User555,89,24
556,User556,90,25
557,User557,91,26
558,User558,92,27
559,User559,93,28
560,User560,94,29
561,User561,95,30
562,User562,96,31
563,User563,97,32
564,User564,98,33
565,User565,99,34
566,User566,100,35
567,User567,80,36
568,User568,81,37
569,User569,82,38
570,User570,83,39
571,User571,84,40
572,User572,85,41
573,User573,86,42
574,User574,87,43
575,User575,88,44
576,User576,89,45
577,User577,90,46
578,User578,91,47
579,User579,92,48
580,User580,93,20
581,User581,94,21
582,User582,95,22
583,User583,96,23
584,User584,97,24
585,User585,98,25
586,User586,99,26
587,User587,100,27
588,User588,80,28
589,User589,81,29
590,User590,82,30
591,User591,83,31
592,User592,84,32
593,User593,85,33
594,User594,86,34
595,User595,87,35
596,User596,88,36
597,User597,89,37
598,User598,90,38
599,User599,91,39
600,User600,92,40
601,User601,93,41
602,User602,94,42
603,User603,95,43
604,User604,96,44
605,User605,97,45
606,User606,98,46
607,User607,99,47
608,User608,100,48
609,User609,80,20
610,User610,81,21
611,User611,82,22
612,User612,83,23
613,User613,84,24
614,User614,85,25
615,User615,86,26
616,User616,87,27
617,User617,88,28
618,User618,89,29
619,User619,90,30
620,User620,91,31
621,User621,92,32
622,User622,93,33
623,User623,94,34
624,User624,95,35
625,User625,96,36
626,User626,97,37
627,User627,98,38
628,User628,99,39
629,User629,100,40
630,User630,80,41
631,User631,81,42
632,User632,82,43
633,User633,83,44
634,User634,84,45
635,User635,85,46
636,User636,86,47
637,User637,87,48
638,User638,88,20
639,User639,89,21
640,User640,90,22
641,User641,91,23
642,User642,92,24
643,User643,93,25
644,User644,94,26
645,User645,95,27
646,User646,96,28
647,User647,97,29
648,User648,98,30
649,User649,99,31
650,User650,100,32
651,User651,80,33
652,User652,81,34
653,User653,82,35
654,User654,83,36
655,User655,84,37
656,User656,85,38
657,User657,86,39
658,User658,87,40
659,User659,88,41
660,User660,89,42
661,User661,90,43
662,User662,91,44
663,User663,92,45
664,User664,93,46
665,User665,94,47
666,User666,95,48
667,User667,96,20
668,User668,97,21
669,User669,98,22
670,User670,99,23
671,User671,100,24
672,User672,80,25
673,User673,81,26
674,User674,82,27
675,User675,83,28
676,User676,84,29
677,User677,85,30
678,User678,86,31
679,User679,87,32
680,User680,88,33
681,User681,89,34
682,User682,90,35
683,User683,91,36
684,User684,92,37
685,User685,93,38
686,User686,94,39
687,User687,95,40
688,User688,96,41
689,User689,97,42
690,User690,98,43
691,User691,99,44
692,User692,100,45
693,User693,80,46
694,User694,81,47
695,User695,82,48
696,User696,83,20
697,User697,84,21
698,User698,85,22
699,User699,86,23
700,User700,87,24
701,User701,88,25
702,User702,89,26
703,User703,90,27
704,User704,91,28
705,User705,92,29
706,User706,93,30
707,User707,94,31
708,User708,95,32
709,User709,96,33
710,User710,97,34
711,User711,98,35
712,User712,99,36
713,User713,100,37
714,User714,80,38
715,User715,81,39
716,User716,82,40
717,User717,83,41
718,User718,84,42
719,User719,85,43
720,User720,86,44
721,User721,87,45
722,User722,88,46
723,User723,89,47
724,User724,90,48
725,User725,91,20
726,User726,92,21
727,User727,93,22
728,User728,94,23
729,User729,95,24
730,User730,96,25
731,User731,97,26
732,User732,98,27
733,User733,99,28
734,User734,100,29
735,User735,80,30
736,User736,81,31
737,User737,82,32
738,User738,83,33
739,User739,84,34
740,User740,85,35
741,User741,86,36
742,User742,87,37
743,User743,88,38
744,User744,89,39
745,User745,90,40
746,User746,91,41
747,User747,92,42
748,User748,93,43
749,User749,94,44
750,User750,95,45
751,User751,96,46
752,User752,97,47
753,User753,98,48
754,User754,99,20
755,User755,100,21
756,User756,80,22
757,User757,81,23
758,User758,82,24
759,User759,83,25
760,User760,84,26
761,User761,85,27
762,User762,86,28
763,User763,87,29
764,User764,88,30
765,User765,89,31
766,User766,90,32
767,User767,91,33
768,User768,92,34
769,User769,93,35
770,User770,94,36
771,User771,95,37
772,User772,96,38
773,User773,97,39
774,User774,98,40
775,User775,99,41
776,User776,100,42
777,User777,80,43
778,User778,81,44
779,User779,82,45
780,User780,83,46
781,User781,84,47
782,User782,85,48
783,User783,86,20
784,User784,87,21
785,User785,88,22
786,User786,89,23
787,User787,90,24
788,User788,91,25
789,User789,92,26
790,User790,93,27
791,User791,94,28
792,User792,95,29
793,User793,96,30
794,User794,97,31
795,User795,98,32
796,User796,99,33
797,User797,100,34
798,User798,80,35
799,User799,81,36
800,User800,82,37
801,User801,83,38
802,User802,84,39
803,User803,85,40
804,User804,86,41
805,User805,87,42
806,User806,88,43
807,User807,89,44
808,User808,90,45
809,User809,91,46
810,User810,92,47
811,User811,93,48
812,User812,94,20
813,User813,95,21
814,User814,96,22
815,User815,97,23
816,User816,98,24
817,User817,99,25
818,User818,100,26
819,User819,80,27
820,User820,81,28
821,User821,82,29
822,User822,83,30
823,User823,84,31
824,User824,85,32
825,User825,86,33
826,User826,87,34
827,User827,88,35
828,User828,89,36
829,User829,90,37
830,User830,91,38
831,User831,92,39
832,User832,93,40
833,User833,94,41
834,User834,95,42
835,User835,96,43
836,User836,97,44
837,User837,98,45
838,User838,99,46
839,User839,100,47
840,User840,80,48
841,User841,81,20
842,User842,82,21
843,User843,83,22
844,User844,84,23
845,User845,85,24
846,User846,86,25
847,User847,87,26
848,User848,88,27
849,User849,89,28
850,User850,90,29
851,User851,91,30
852,User852,92,31
853,User853,93,32
854,User854,94,33
855,User855,95,34
856,User856,96,35
857,User857,97,36
858,User858,98,37
859,User859,99,38
860,User860,100,39
861,User861,80,40
862,User862,81,41
863,User863,82,42
864,User864,83,43
865,User865,84,44
866,User866,85,45
867,User867,86,46
868,User868,87,47
869,User869,88,48
870,User870,89,20
871,User871,90,21
872,User872,91,22
873,User873,92,23
874,User874,93,24
875,User875,94,25
876,User876,95,26
877,User877,96,27
878,User878,97,28
879,User879,98,29
880,User880,99,30
881,User881,100,31
882,User882,80,32
883,User883,81,33
884,User884,82,34
885,User885,83,35
886,User886,84,36
887,User887,85,37
888,User888,86,38
889,User889,87,39
890,User890,88,40
891,User891,89,41
892,User892,90,42
893,User893,91,43
894,User894,92,44
895,User895,93,45
896,User896,94,46
897,User897,95,47
898,User898,96,48
899,User899,97,20
900,User900,98,21
901,User901,99,22
902,User902,100,23
903,User903,80,24
904,User904,81,25
905,User905,82,26
906,User906,83,27
907,User907,84,28
908,User908,85,29
909,User909,86,30
910,User910,87,31
911,User911,88,32
912,User912,89,33
913,User913,90,34
914,User914,91,35
915,User915,92,36
916,User916,93,37
917,User917,94,38
918,User918,95,39
919,User919,96,40
920,User920,97,41
921,User921,98,42
922,User922,99,43
923,User923,100,44
924,User924,80,45
925,User925,81,46
926,User926,82,47
927,User927,83,48
928,User928,84,20
929,User929,85,21
930,User930,86,22
931,User931,87,23
932,User932,88,24
933,User933,89,25
934,User934,90,26
935,User935,91,27
936,User936,92,28
937,User937,93,29
938,User938,94,30
939,User939,95,31
940,User940,96,32
941,User941,97,33
942,User942,98,34
943,User943,99,35
944,User944,100,36
945,User945,80,37
946,User946,81,38
947,User947,82,39
948,User948,83,40
949,User949,84,41
950,User950,85,42
951,User951,86,43
952,User952,87,44
953,User953,88,45
954,User954,89,46
955,User955,90,47
956,User956,91,48
957,User957,92,20
958,User958,93,21
959,User959,94,22
960,User960,95,23
961,User961,96,24
962,User962,97,25
963,User963,98,26
964,User964,99,27
965,User965,100,28
966,User966,80,29
967,User967,81,30
968,User968,82,31
969,User969,83,32
970,User970,84,33
971,User971,85,34
972,User972,86,35
973,User973,87,36
974,User974,88,37
975,User975,89,38
976,User976,90,39
977,User977,91,40
978,User978,92,41
979,User979,93,42
980,User980,94,43
981,User981,95,44
982,User982,96,45
983,User983,97,46
984,User984,98,47
985,User985,99,48
986,User986,100,20
987,User987,80,21
988,User988,81,22
989,User989,82,23
990,User990,83,24
991,User991,84,25
992,User992,85,26
993,User993,86,27
994,User994,87,28
995,User995,88,29
996,User996,89,30
997,User997,90,31
998,User998,91,32
999,User999,92,33
1000,User1000,93,34
1001,User1001,94,35
1002,User1002,95,36
1003,User1003,96,37
1004,User1004,97,38
1005,User1005,98,39
1006,User1006,99,40
1007,User1007,100,41
1008,User1008,80,42
1009,User1009,81,43
1010,User1010,82,44
1011,User1011,83,45
1012,User1012,84,46
1013,User1013,85,47
1014,User1014,86,48
1015,User1015,87,20
1016,User1016,88,21
1017,User1017,89,22
1018,User1018,90,23
1019,User1019,91,24
1020,User1020,92,25
1021,User1021,93,26
1022,User1022,94,27
1023,User1023,95,28
1024,User1024,96,29
1025,User1025,97,30
1026,User1026,98,31
1027,User1027,99,32
1028,User1028,100,33
1029,User1029,80,34
1030,User1030,81,35
1031,User1031,82,36
1032,User1032,83,37
1033,User1033,84,38
1034,User1034,85,39
1035,User1035,86,40
1036,User1036,87,41
1037,User1037,88,42
1038,User1038,89,43
1039,User1039,90,44
1040,User1040,91,45
1041,User1041,92,46
1042,User1042,93,47
1043,User1043,94,48
1044,User1044,95,20
1045,User1045,96,21
1046,User1046,97,22
1047,User1047,98,23
1048,User1048,99,24
1049,User1049,100,25
1050,User1050,80,26
1051,User1051,81,27
1052,User1052,82,28
1053,User1053,83,29
1054,User1054,84,30
1055,User1055,85,31
1056,User1056,86,32
1057,User1057,87,33
1058,User1058,88,34
1059,User1059,89,35
1060,User1060,90,36
1061,User1061,91,37
1062,User1062,92,38
1063,User1063,93,39
1064,User1064,94,40
1065,User1065,95,41
1066,User1066,96,42
1067,User1067,97,43
1068,User1068,98,44
1069,User1069,99,45
1070,User1070,100,46
1071,User1071,80,47
1072,User1072,81,48
1073,User1073,82,20
1074,User1074,83,21
1075,User1075,84,22
1076,User1076,85,23
1077,User1077,86,24
1078,User1078,87,25
1079,User1079,88,26
1080,User1080,89,27
1081,User1081,90,28
1082,User1082,91,29
1083,User1083,92,30
1084,User1084,93,31
1085,User1085,94,32
1086,User1086,95,33
1087,User1087,96,34
1088,User1088,97,35
1089,User1089,98,36
1090,User1090,99,37
1091,User1091,100,38
1092,User1092,80,39
1093,User1093,81,40
1094,User1094,82,41
1095,User1095,83,42
1096,User1096,84,43
1097,User1097,85,44
1098,User1098,86,45
1099,User1099,87,46
1100,User1100,88,47
1101,User1101,89,48
1102,User1102,90,20
1103,User1103,91,21
1104,User1104,92,22
1105,User1105,93,23
1106,User1106,94,24
1107,User1107,95,25
1108,User1108,96,26
1109,User1109,97,27
1110,User1110,98,28
1111,User1111,99,29
1112,User1112,100,30
1113,User1113,80,31
1114,User1114,81,32
1115,User1115,82,33
1116,User1116,83,34
1117,User1117,84,35
1118,User1118,85,36
1119,User1119,86,37
1120,User1120,87,38
1121,User1121,88,39
1122,User1122,89,40
1123,User1123,90,41
1124,User1124,91,42
1125,User1125,92,43
1126,User1126,93,44
1127,User1127,94,45
1128,User1128,95,46
1129,User1129,96,47
1130,User1130,97,48
1131,User1131,98,20
1132,User1132,99,21
1133,User1133,100,22
1134,User1134,80,23
1135,User1135,81,24
1136,User1136,82,25
1137,User1137,83,26
1138,User1138,84,27
1139,User1139,85,28
1140,User1140,86,29
1141,User1141,87,30
1142,User1142,88,31
1143,User1143,89,32
1144,User1144,90,33
1145,User1145,91,34
1146,User1146,92,35
1147,User1147,93,36
1148,User1148,94,37
1149,User1149,95,38
1150,User1150,96,39
1151,User1151,97,40
1152,User1152,98,41
1153,User1153,99,42
1154,User1154,100,43
1155,User1155,80,44
1156,User1156,81,45
1157,User1157,82,46
1158,User1158,83,47
1159,User1159,84,48
1160,User1160,85,20
1161,User1161,86,21
1162,User1162,87,22
1163,User1163,88,23
1164,User1164,89,24
1165,User1165,90,25
1166,User1166,91,26
1167,User1167,92,27
1168,User1168,93,28
1169,User1169,94,29
1170,User1170,95,30
1171,User1171,96,31
1172,User1172,97,32
1173,User1173,98,33
1174,User1174,99,34
1175,User1175,100,35
1176,User1176,80,36
1177,User1177,81,37
1178,User1178,82,38
1179,User1179,83,39
1180,User1180,84,40
1181,User1181,85,41
1182,User1182,86,42
1183,User1183,87,43
1184,User1184,88,44
1185,User1185,89,45
1186,User1186,90,46
1187,User1187,91,47
1188,User1188,92,48
1189,User1189,93,20
1190,User1190,94,21
1191,User1191,95,22
1192,User1192,96,23
1193,User1193,97,24
1194,User1194,98,25
1195,User1195,99,26
1196,User1196,100,27
1197,User1197,80,28
1198,User1198,81,29
1199,User1199,82,30
1200,User1200,83,31
1201,User1201,84,32
1202,User1202,85,33
1203,User1203,86,34
1204,User1204,87,35
1205,User1205,88,36
1206,User1206,89,37
1207,User1207,90,38
1208,User1208,91,39
1209,User1209,92,40
1210,User1210,93,41
1211,User1211,94,42
1212,User1212,95,43
1213,User1213,96,44
1214,User1214,97,45
1215,User1215,98,46
1216,User1216,99,47
1217,User1217,100,48
1218,User1218,80,20
1219,User1219,81,21
1220,User1220,82,22
1221,User1221,83,23
1222,User1222,84,24
1223,User1223,85,25
1224,User1224,86,26
1225,User1225,87,27
1226,User1226,88,28
1227,User1227,89,29
1228,User1228,90,30
1229,User1229,91,31
1230,User1230,92,32
1231,User1231,93,33
1232,User1232,94,34
1233,User1233,95,35
1234,User1234,96,36
1235,User1235,97,37
1236,User1236,98,38
1237,User1237,99,39
1238,User1238,100,40
1239,User1239,80,41
1240,User1240,81,42
1241,User1241,82,43
1242,User1242,83,44
1243,User1243,84,45
1244,User1244,85,46
1245,User1245,86,47
1246,User1246,87,48
1247,User1247,88,20
1248,User1248,89,21
1249,User1249,90,22
1250,User1250,91,23
1251,User1251,92,24
1252,User1252,93,25
1253,User1253,94,26
1254,User1254,95,27
1255,User1255,96,28
1256,User1256,97,29
1257,User1257,98,30
1258,User1258,99,31
1259,User1259,100,32
1260,User1260,80,33
1261,User1261,81,34
1262,User1262,82,35
1263,User1263,83,36
1264,User1264,84,37
1265,User1265,85,38
1266,User1266,86,39
1267,User1267,87,40
1268,User1268,88,41
1269,User1269,89,42
1270,User1270,90,43
1271,User1271,91,44
1272,User1272,92,45
1273,User1273,93,46
1274,User1274,94,47
1275,User1275,95,48
1276,User1276,96,20
1277,User1277,97,21
1278,User1278,98,22
1279,User1279,99,23
1280,User1280,100,24
1281,User1281,80,25
1282,User1282,81,26
1283,User1283,82,27
1284,User1284,83,28
1285,User1285,84,29
1286,User1286,85,30
1287,User1287,86,31
1288,User1288,87,32
1289,User1289,88,33
1290,User1290,89,34
1291,User1291,90,35
1292,User1292,91,36
1293,User1293,92,37
1294,User1294,93,38
1295,User1295,94,39
1296,User1296,95,40
1297,User1297,96,41
1298,User1298,97,42
1299,User1299,98,43
1300,User1300,99,44
1301,User1301,100,45
1302,User1302,80,46
1303,User1303,81,47
1304,User1304,82,48
1305,User1305,83,20
1306,User1306,84,21
1307,User1307,85,22
1308,User1308,86,23
1309,User1309,87,24
1310,User1310,88,25
1311,User1311,89,26
1312,User1312,90,27
1313,User1313,91,28
1314,User1314,92,29
1315,User1315,93,30
1316,User1316,94,31
1317,User1317,95,32
1318,User1318,96,33
1319,User1319,97,34
1320,User1320,98,35
1321,User1321,99,36
1322,User1322,100,37
1323,User1323,80,38
1324,User1324,81,39
1325,User1325,82,40
1326,User1326,83,41
1327,User1327,84,42
1328,User1328,85,43
1329,User1329,86,44
1330,User1330,87,45
1331,User1331,88,46
1332,User1332,89,47
1333,User1333,90,48
1334,User1334,91,20
1335,User1335,92,21
1336,User1336,93,22
1337,User1337,94,23
1338,User1338,95,24
1339,User1339,96,25
1340,User1340,97,26
1341,User1341,98,27
1342,User1342,99,28
1343,User1343,100,29
1344,User1344,80,30
1345,User1345,81,31
1346,User1346,82,32
1347,User1347,83,33
1348,User1348,84,34
1349,User1349,85,35
1350,User1350,86,36
1351,User1351,87,37
1352,User1352,88,38
1353,User1353,89,39
1354,User1354,90,40
1355,User1355,91,41
1356,User1356,92,42
1357,User1357,93,43
1358,User1358,94,44
1359,User1359,95,45
1360,User1360,96,46
1361,User1361,97,47
1362,User1362,98,48
1363,User1363,99,20
1364,User1364,100,21
1365,User1365,80,22
1366,User1366,81,23
1367,User1367,82,24
1368,User1368,83,25
1369,User1369,84,26
1370,User1370,85,27
1371,User1371,86,28
1372,User1372,87,29
1373,User1373,88,30
1374,User1374,89,31
1375,User1375,90,32
1376,User1376,91,33
1377,User1377,92,34
1378,User1378,93,35
1379,User1379,94,36
1380,User1380,95,37
1381,User1381,96,38
1382,User1382,97,39
1383,User1383,98,40
1384,User1384,99,41
1385,User1385,100,42
1386,User1386,80,43
1387,User1387,81,44
1388,User1388,82,45
1389,User1389,83,46
1390,User1390,84,47
1391,User1391,85,48
1392,User1392,86,20
1393,User1393,87,21
1394,User1394,88,22
1395,User1395,89,23
1396,User1396,90,24
1397,User1397,91,25
1398,User1398,92,26
1399,User1399,93,27
1400,User1400,94,28
1401,User1401,95,29
1402,User1402,96,30
1403,User1403,97,31
1404,User1404,98,32
1405,User1405,99,33
1406,User1406,100,34
1407,User1407,80,35
1408,User1408,81,36
1409,User1409,82,37
1410,User1410,83,38
1411,User1411,84,39
1412,User1412,85,40
1413,User1413,86,41
1414,User1414,87,42
1415,User1415,88,43
1416,User1416,89,44
1417,User1417,90,45
1418,User1418,91,46
1419,User1419,92,47
1420,User1420,93,48
1421,User1421,94,20
1422,User1422,95,21
1423,User1423,96,22
1424,User1424,97,23
1425,User1425,98,24
1426,User1426,99,25
1427,User1427,100,26
1428,User1428,80,27
1429,User1429,81,28
1430,User1430,82,29
1431,User1431,83,30
1432,User1432,84,31
1433,User1433,85,32
1434,User1434,86,33
1435,User1435,87,34
1436,User1436,88,35
1437,User1437,89,36
1438,User1438,90,37
1439,User1439,91,38
1440,User1440,92,39
1441,User1441,93,40
1442,User1442,94,41
1443,User1443,95,42
1444,User1444,96,43
1445,User1445,97,44
1446,User1446,98,45
1447,User1447,99,46
1448,User1448,100,47
1449,User1449,80,48
1450,User1450,81,20
1451,User1451,82,21
1452,User1452,83,22
